Entry_ID,Domesticated,IRMS_d13C_Collagen,d15N_Collagen,Latitude_N,Longitude_E,General_Category_or_Family,C4_Plant,Sampled_Element,Cultural_Horizon,Species,Site_Description,Genus,Absolute_Chronology,General_Category_or_Family.1,Modern_Country,cronologia,%C,%N,C:N,peso_mg,pre-treatment,contexto,method
210,yes,-21.17,5.75,37.759269,-1.559711,Poaceae,no,Seed,El Algar,aestivum/durum,Monumental settlement,Triticum,2000 - 1500 BCE,Poaceae,Spain,,,,,,,,
211,yes,-21.7,6.59,37.759269,-1.559711,Poaceae,no,Seed,El Algar,aestivum/durum,Monumental settlement,Triticum,2000 - 1500 BCE,Poaceae,Spain,,,,,,,,
212,yes,-20.56,4.83,37.759269,-1.559711,Poaceae,no,Seed,El Algar,aestivum/durum,Monumental settlement,Triticum,2000 - 1500 BCE,Poaceae,Spain,,,,,,,,
213,yes,-21.5,3.07,37.759269,-1.559711,Poaceae,no,Seed,El Algar,aestivum/durum,Monumental settlement,Triticum,2000 - 1500 BCE,Poaceae,Spain,,,,,,,,
214,yes,-21.49,4.14,37.759269,-1.559711,Poaceae,no,Seed,El Algar,aestivum/durum,Monumental settlement,Triticum,2000 - 1500 BCE,Poaceae,Spain,,,,,,,,
215,yes,-21.46,3.26,37.759269,-1.559711,Poaceae,no,Seed,El Algar,aestivum/durum,Monumental settlement,Triticum,2000 - 1500 BCE,Poaceae,Spain,,,,,,,,
216,yes,-20.58,8.8,37.759269,-1.559711,Poaceae,no,Seed,El Algar,aestivum/durum,Monumental settlement,Triticum,2000 - 1500 BCE,Poaceae,Spain,,,,,,,,
217,yes,-22.67,4.42,37.759269,-1.559711,Poaceae,no,Seed,El Algar,aestivum/durum,Monumental settlement,Triticum,2000 - 1500 BCE,Poaceae,Spain,,,,,,,,
218,yes,-21.52,6.68,37.759269,-1.559711,Poaceae,no,Seed,El Algar,aestivum/durum,Monumental settlement,Triticum,2000 - 1500 BCE,Poaceae,Spain,,,,,,,,
219,yes,-22.88,6.0,37.759269,-1.559711,Poaceae,no,Seed,El Algar,aestivum/durum,Monumental settlement,Triticum,2000 - 1500 BCE,Poaceae,Spain,,,,,,,,
220,yes,-20.06,6.74,37.759269,-1.559711,Poaceae,no,Seed,El Algar,aestivum/durum,Monumental settlement,Triticum,2000 - 1500 BCE,Poaceae,Spain,,,,,,,,
221,yes,-22.52,2.93,37.759269,-1.559711,Poaceae,no,Seed,El Algar,aestivum/durum,Monumental settlement,Triticum,2000 - 1500 BCE,Poaceae,Spain,,,,,,,,
222,yes,-23.96,5.92,37.15237,-1.894537,Poaceae,no,Seed,El Algar,vulgare,Monumental settlement,Hordeum,2000 - 1500 BCE,Poaceae,Spain,,,,,,,,
223,yes,-20.93,2.08,37.15237,-1.894537,Poaceae,no,Seed,El Algar,vulgare,Monumental settlement,Hordeum,2000 - 1500 BCE,Poaceae,Spain,,,,,,,,
224,yes,-24.34,6.58,37.15237,-1.894537,Poaceae,no,Seed,El Algar,vulgare,Monumental settlement,Hordeum,2000 - 1500 BCE,Poaceae,Spain,,,,,,,,
225,yes,-23.53,6.34,37.15237,-1.894537,Poaceae,no,Seed,El Algar,vulgare,Monumental settlement,Hordeum,2000 - 1500 BCE,Poaceae,Spain,,,,,,,,
226,yes,-21.3,8.15,37.15237,-1.894537,Poaceae,no,Seed,El Algar,vulgare,Monumental settlement,Hordeum,2000 - 1500 BCE,Poaceae,Spain,,,,,,,,
227,yes,-23.89,6.77,37.15237,-1.894537,Poaceae,no,Seed,El Algar,vulgare,Monumental settlement,Hordeum,2000 - 1500 BCE,Poaceae,Spain,,,,,,,,
228,yes,-21.74,7.17,37.15237,-1.894537,Poaceae,no,Seed,El Algar,vulgare,Monumental settlement,Hordeum,2000 - 1500 BCE,Poaceae,Spain,,,,,,,,
229,yes,-21.51,4.43,37.15237,-1.894537,Poaceae,no,Seed,El Algar,vulgare,Monumental settlement,Hordeum,2000 - 1500 BCE,Poaceae,Spain,,,,,,,,
230,yes,-23.21,6.94,37.15237,-1.894537,Poaceae,no,Seed,El Algar,vulgare,Monumental settlement,Hordeum,2000 - 1500 BCE,Poaceae,Spain,,,,,,,,
231,yes,-22.36,5.09,37.15237,-1.894537,Poaceae,no,Seed,El Algar,vulgare,Monumental settlement,Hordeum,2000 - 1500 BCE,Poaceae,Spain,,,,,,,,
232,yes,-20.92,4.54,37.15237,-1.894537,Poaceae,no,Seed,El Algar,aestivum/durum,Monumental settlement,Triticum,2000 - 1500 BCE,Poaceae,Spain,,,,,,,,
233,yes,-21.74,4.58,37.15237,-1.894537,Poaceae,no,Seed,El Algar,aestivum/durum,Monumental settlement,Triticum,2000 - 1500 BCE,Poaceae,Spain,,,,,,,,
234,yes,-21.48,2.54,37.15237,-1.894537,Poaceae,no,Seed,El Algar,aestivum/durum,Monumental settlement,Triticum,2000 - 1500 BCE,Poaceae,Spain,,,,,,,,
235,yes,-23.69,4.15,37.15237,-1.894537,Poaceae,no,Seed,El Algar,aestivum/durum,Monumental settlement,Triticum,2000 - 1500 BCE,Poaceae,Spain,,,,,,,,
236,yes,-22.69,4.78,37.15237,-1.894537,Poaceae,no,Seed,El Algar,aestivum/durum,Monumental settlement,Triticum,2000 - 1500 BCE,Poaceae,Spain,,,,,,,,
237,yes,-21.0,4.94,37.15237,-1.894537,Poaceae,no,Seed,El Algar,aestivum/durum,Monumental settlement,Triticum,2000 - 1500 BCE,Poaceae,Spain,,,,,,,,
238,yes,-23.82,3.98,37.15237,-1.894537,Poaceae,no,Seed,El Algar,aestivum/durum,Monumental settlement,Triticum,2000 - 1500 BCE,Poaceae,Spain,,,,,,,,
265,yes,,,42.315806,0.013286,Lamiaceae,no,,,officinalis,Cave,Rosmarinus,,Lamiaceae,Spain,,,,,,,,
286,yes,-26.96,,40.821002,23.031508,Poaceae,no,Charred grain,,monococcum,Settlement,Triticum,1500 - 1000 BCE,Poaceae,Greece,,,,,,,,
287,yes,-23.92,,40.821002,23.031508,Poaceae,no,Charred grain,,monococcum,Settlement,Triticum,1500 - 1000 BCE,Poaceae,Greece,,,,,,,,
288,yes,-23.11,,40.821002,23.031508,Poaceae,no,Charred grain,,monococcum,Settlement,Triticum,1500 - 1000 BCE,Poaceae,Greece,,,,,,,,
289,yes,-23.29,,40.821002,23.031508,Poaceae,no,Charred grain,,monococcum,Settlement,Triticum,1500 - 1000 BCE,Poaceae,Greece,,,,,,,,
290,yes,-23.45,,40.821002,23.031508,Poaceae,no,Charred grain,,monococcum,Settlement,Triticum,1500 - 1000 BCE,Poaceae,Greece,,,,,,,,
291,yes,-24.19,,40.821002,23.031508,Poaceae,no,Charred grain,,monococcum,Settlement,Triticum,1500 - 1000 BCE,Poaceae,Greece,,,,,,,,
292,yes,-23.45,,40.821002,23.031508,Poaceae,no,Charred grain,,monococcum,Settlement,Triticum,1500 - 1000 BCE,Poaceae,Greece,,,,,,,,
293,yes,-23.49,,40.821002,23.031508,Poaceae,no,Charred grain,,monococcum,Settlement,Triticum,1500 - 1000 BCE,Poaceae,Greece,,,,,,,,
294,yes,-23.52,,40.821002,23.031508,Poaceae,no,Charred grain,,monococcum,Settlement,Triticum,1500 - 1000 BCE,Poaceae,Greece,,,,,,,,
295,yes,-23.77,,40.821002,23.031508,Poaceae,no,Charred grain,,monococcum,Settlement,Triticum,1500 - 1000 BCE,Poaceae,Greece,,,,,,,,
296,yes,-23.96,,40.821002,23.031508,Poaceae,no,Charred grain,,monococcum,Settlement,Triticum,1500 - 1000 BCE,Poaceae,Greece,,,,,,,,
297,yes,-23.44,,40.821002,23.031508,Poaceae,no,Charred grain,,monococcum,Settlement,Triticum,1500 - 1000 BCE,Poaceae,Greece,,,,,,,,
298,yes,-23.42,,40.821002,23.031508,Poaceae,no,Charred grain,,monococcum,Settlement,Triticum,1500 - 1000 BCE,Poaceae,Greece,,,,,,,,
299,yes,-23.48,,40.821002,23.031508,Poaceae,no,Charred grain,,monococcum,Settlement,Triticum,1500 - 1000 BCE,Poaceae,Greece,,,,,,,,
300,yes,-23.32,,40.821002,23.031508,Poaceae,no,Charred grain,,monococcum,Settlement,Triticum,1500 - 1000 BCE,Poaceae,Greece,,,,,,,,
301,yes,-23.59,,40.821002,23.031508,Poaceae,no,Charred grain,,monococcum,Settlement,Triticum,1500 - 1000 BCE,Poaceae,Greece,,,,,,,,
302,yes,-23.74,,40.821002,23.031508,Poaceae,no,Charred grain,,monococcum,Settlement,Triticum,1500 - 1000 BCE,Poaceae,Greece,,,,,,,,
303,yes,-23.23,,40.821002,23.031508,Poaceae,no,Charred grain,,monococcum,Settlement,Triticum,1500 - 1000 BCE,Poaceae,Greece,,,,,,,,
304,yes,-23.76,,40.821002,23.031508,Poaceae,no,Charred grain,,monococcum,Settlement,Triticum,1500 - 1000 BCE,Poaceae,Greece,,,,,,,,
305,yes,-23.48,,40.821002,23.031508,Poaceae,no,Charred grain,,monococcum,Settlement,Triticum,1500 - 1000 BCE,Poaceae,Greece,,,,,,,,
306,yes,-23.56,,40.821002,23.031508,Poaceae,no,Charred grain,,monococcum,Settlement,Triticum,1500 - 1000 BCE,Poaceae,Greece,,,,,,,,
307,yes,-24.06,,40.821002,23.031508,Poaceae,no,Charred grain,,monococcum,Settlement,Triticum,1500 - 1000 BCE,Poaceae,Greece,,,,,,,,
308,yes,-23.58,,40.821002,23.031508,Poaceae,no,Charred grain,,monococcum,Settlement,Triticum,1500 - 1000 BCE,Poaceae,Greece,,,,,,,,
309,yes,-23.2,,40.821002,23.031508,Poaceae,no,Charred grain,,monococcum,Settlement,Triticum,1500 - 1000 BCE,Poaceae,Greece,,,,,,,,
310,yes,-23.51,,40.821002,23.031508,Poaceae,no,Charred grain,,dicoccum,Settlement,Triticum ,1500 - 1000 BCE,Poaceae,Greece,,,,,,,,
311,yes,-22.73,,40.821002,23.031508,Poaceae,no,Charred grain,,dicoccum,Settlement,Triticum ,1500 - 1000 BCE,Poaceae,Greece,,,,,,,,
312,yes,-22.45,,40.821002,23.031508,Poaceae,no,Charred grain,,dicoccum,Settlement,Triticum ,1500 - 1000 BCE,Poaceae,Greece,,,,,,,,
313,yes,-23.0,,40.821002,23.031508,Poaceae,no,Charred grain,,dicoccum,Settlement,Triticum ,1500 - 1000 BCE,Poaceae,Greece,,,,,,,,
314,yes,-23.01,,40.821002,23.031508,Poaceae,no,Charred grain,,dicoccum,Settlement,Triticum ,1500 - 1000 BCE,Poaceae,Greece,,,,,,,,
315,yes,-23.08,,40.821002,23.031508,Poaceae,no,Charred grain,,dicoccum,Settlement,Triticum ,1500 - 1000 BCE,Poaceae,Greece,,,,,,,,
316,yes,-23.08,,40.821002,23.031508,Poaceae,no,Charred grain,,dicoccum,Settlement,Triticum ,1500 - 1000 BCE,Poaceae,Greece,,,,,,,,
317,yes,-22.53,,40.821002,23.031508,Poaceae,no,Charred grain,,dicoccum,Settlement,Triticum ,1500 - 1000 BCE,Poaceae,Greece,,,,,,,,
318,yes,-23.09,,40.821002,23.031508,Poaceae,no,Charred grain,,dicoccum,Settlement,Triticum ,1500 - 1000 BCE,Poaceae,Greece,,,,,,,,
319,yes,-23.26,,40.821002,23.031508,Poaceae,no,Charred grain,,dicoccum,Settlement,Triticum ,1500 - 1000 BCE,Poaceae,Greece,,,,,,,,
320,yes,-22.69,,40.821002,23.031508,Poaceae,no,Charred grain,,dicoccum,Settlement,Triticum ,1500 - 1000 BCE,Poaceae,Greece,,,,,,,,
321,yes,-23.12,,40.821002,23.031508,Poaceae,no,Charred grain,,dicoccum,Settlement,Triticum ,1500 - 1000 BCE,Poaceae,Greece,,,,,,,,
322,yes,-22.78,,40.821002,23.031508,Poaceae,no,Charred grain,,dicoccum,Settlement,Triticum ,1500 - 1000 BCE,Poaceae,Greece,,,,,,,,
323,yes,-22.81,,40.821002,23.031508,Poaceae,no,Charred grain,,dicoccum,Settlement,Triticum ,1500 - 1000 BCE,Poaceae,Greece,,,,,,,,
324,yes,-22.82,,40.821002,23.031508,Poaceae,no,Charred grain,,dicoccum,Settlement,Triticum ,1500 - 1000 BCE,Poaceae,Greece,,,,,,,,
325,yes,-22.38,,40.821002,23.031508,Poaceae,no,Charred grain,,dicoccum,Settlement,Triticum ,1500 - 1000 BCE,Poaceae,Greece,,,,,,,,
326,yes,-23.21,,40.821002,23.031508,Poaceae,no,Charred grain,,spelta,Settlement,Triticum,1500 - 1000 BCE,Poaceae,Greece,,,,,,,,
327,yes,-23.0,,40.821002,23.031508,Poaceae,no,Charred grain,,spelta,Settlement,Triticum,1500 - 1000 BCE,Poaceae,Greece,,,,,,,,
328,yes,-22.95,,40.821002,23.031508,Poaceae,no,Charred grain,,spelta,Settlement,Triticum,1500 - 1000 BCE,Poaceae,Greece,,,,,,,,
329,yes,-22.9,,40.821002,23.031508,Poaceae,no,Charred grain,,spelta,Settlement,Triticum,1500 - 1000 BCE,Poaceae,Greece,,,,,,,,
330,yes,-23.11,,40.821002,23.031508,Poaceae,no,Charred grain,,spelta,Settlement,Triticum,1500 - 1000 BCE,Poaceae,Greece,,,,,,,,
331,yes,-23.37,,40.821002,23.031508,Poaceae,no,Charred grain,,spelta,Settlement,Triticum,1500 - 1000 BCE,Poaceae,Greece,,,,,,,,
332,yes,-22.31,,40.821002,23.031508,Poaceae,no,Charred grain,,spelta,Settlement,Triticum,1500 - 1000 BCE,Poaceae,Greece,,,,,,,,
333,yes,-23.1,,40.821002,23.031508,Poaceae,no,Charred grain,,spelta,Settlement,Triticum,1500 - 1000 BCE,Poaceae,Greece,,,,,,,,
334,yes,-23.31,,40.821002,23.031508,Poaceae,no,Charred grain,,spelta,Settlement,Triticum,1500 - 1000 BCE,Poaceae,Greece,,,,,,,,
335,yes,-23.03,,40.821002,23.031508,Poaceae,no,Charred grain,,spelta,Settlement,Triticum,1500 - 1000 BCE,Poaceae,Greece,,,,,,,,
336,yes,-22.71,,40.821002,23.031508,Poaceae,no,Charred grain,,spelta,Settlement,Triticum,1500 - 1000 BCE,Poaceae,Greece,,,,,,,,
337,yes,-24.7,,40.821002,23.031508,Poaceae,no,Grain,,durum,,Triticum ,,Poaceae,Greece,,,,,,,,
338,yes,-24.4,,40.821002,23.031508,Poaceae,no,Grain,,durum,,Triticum ,,Poaceae,Greece,,,,,,,,
339,yes,-23.4,,40.821002,23.031508,Poaceae,no,Grain,,durum,,Triticum ,,Poaceae,Greece,,,,,,,,
340,yes,-22.6,,40.821002,23.031508,Poaceae,no,Grain,,durum,,Triticum ,,Poaceae,Greece,,,,,,,,
341,yes,-24.7,,40.821002,23.031508,Poaceae,no,Grain,,durum,,Triticum ,,Poaceae,Greece,,,,,,,,
342,yes,-23.4,,40.821002,23.031508,Poaceae,no,Grain,,durum,,Triticum ,,Poaceae,Greece,,,,,,,,
343,yes,-24.3,,40.821002,23.031508,Poaceae,no,Grain,,durum,,Triticum ,,Poaceae,Greece,,,,,,,,
344,yes,-24.1,,40.821002,23.031508,Poaceae,no,Grain,,durum,,Triticum ,,Poaceae,Greece,,,,,,,,
345,yes,-23.6,,40.821002,23.031508,Poaceae,no,Grain,,durum,,Triticum ,,Poaceae,Greece,,,,,,,,
346,yes,-22.7,,40.821002,23.031508,Poaceae,no,Grain,,durum,,Triticum ,,Poaceae,Greece,,,,,,,,
347,yes,-24.5,,40.821002,23.031508,Poaceae,no,Grain,,durum,,Triticum ,,Poaceae,Greece,,,,,,,,
348,yes,-22.8,,40.821002,23.031508,Poaceae,no,Grain,,durum,,Triticum ,,Poaceae,Greece,,,,,,,,
349,yes,-24.3,,40.821002,23.031508,Poaceae,no,Grain,,durum,,Triticum ,,Poaceae,Greece,,,,,,,,
350,yes,-24.7,,40.821002,23.031508,Poaceae,no,Grain,,durum,,Triticum ,,Poaceae,Greece,,,,,,,,
351,yes,-24.8,,40.821002,23.031508,Poaceae,no,Grain,,durum,,Triticum ,,Poaceae,Greece,,,,,,,,
352,yes,-24.9,,40.821002,23.031508,Poaceae,no,Grain,,durum,,Triticum ,,Poaceae,Greece,,,,,,,,
353,yes,-23.8,,40.821002,23.031508,Poaceae,no,Grain,,durum,,Triticum ,,Poaceae,Greece,,,,,,,,
354,yes,-25.6,,40.821002,23.031508,Poaceae,no,Grain,,durum,,Triticum ,,Poaceae,Greece,,,,,,,,
355,yes,-23.9,,40.821002,23.031508,Poaceae,no,Grain,,durum,,Triticum ,,Poaceae,Greece,,,,,,,,
356,yes,-25.2,,40.821002,23.031508,Poaceae,no,Grain,,durum,,Triticum ,,Poaceae,Greece,,,,,,,,
357,yes,-25.6,,40.821002,23.031508,Poaceae,no,Grain,,durum,,Triticum ,,Poaceae,Greece,,,,,,,,
358,yes,-25.4,,40.821002,23.031508,Poaceae,no,Grain,,durum,,Triticum ,,Poaceae,Greece,,,,,,,,
359,yes,-23.3,,40.821002,23.031508,Poaceae,no,Grain,,durum,,Triticum ,,Poaceae,Greece,,,,,,,,
360,yes,-23.7,,40.821002,23.031508,Poaceae,no,Grain,,durum,,Triticum ,,Poaceae,Greece,,,,,,,,
361,yes,-23.5,,40.821002,23.031508,Poaceae,no,Grain,,monococcum,,Triticum,,Poaceae,Greece,,,,,,,,
362,yes,-23.4,,40.821002,23.031508,Poaceae,no,Grain,,monococcum,,Triticum,,Poaceae,Greece,,,,,,,,
363,yes,-23.1,,40.821002,23.031508,Poaceae,no,Grain,,monococcum,,Triticum,,Poaceae,Greece,,,,,,,,
364,yes,-23.1,,40.821002,23.031508,Poaceae,no,Grain,,monococcum,,Triticum,,Poaceae,Greece,,,,,,,,
365,yes,-21.1,,40.821002,23.031508,Poaceae,no,Grain,,monococcum,,Triticum,,Poaceae,Greece,,,,,,,,
366,yes,-23.8,,40.821002,23.031508,Poaceae,no,Grain,,monococcum,,Triticum,,Poaceae,Greece,,,,,,,,
367,yes,-23.4,,40.821002,23.031508,Poaceae,no,Grain,,monococcum,,Triticum,,Poaceae,Greece,,,,,,,,
368,yes,-24.6,,40.821002,23.031508,Poaceae,no,Grain,,durum,,Triticum ,,Poaceae,Greece,,,,,,,,
369,yes,-25.5,,40.821002,23.031508,Poaceae,no,Grain,,durum,,Triticum ,,Poaceae,Greece,,,,,,,,
370,yes,-24.9,,40.821002,23.031508,Poaceae,no,Grain,,durum,,Triticum ,,Poaceae,Greece,,,,,,,,
371,yes,-24.2,,40.821002,23.031508,Poaceae,no,Grain,,durum,,Triticum ,,Poaceae,Greece,,,,,,,,
372,yes,-25.5,,40.821002,23.031508,Poaceae,no,Grain,,durum,,Triticum ,,Poaceae,Greece,,,,,,,,
373,yes,-26.5,,40.821002,23.031508,Poaceae,no,Grain,,durum,,Triticum ,,Poaceae,Greece,,,,,,,,
374,yes,-25.5,,40.821002,23.031508,Poaceae,no,Grain,,durum,,Triticum ,,Poaceae,Greece,,,,,,,,
375,yes,-26.7,,40.821002,23.031508,Poaceae,no,Grain,,durum,,Triticum ,,Poaceae,Greece,,,,,,,,
376,yes,-26.2,,40.821002,23.031508,Poaceae,no,Grain,,durum,,Triticum ,,Poaceae,Greece,,,,,,,,
377,yes,-24.8,,40.821002,23.031508,Poaceae,no,Grain,,durum,,Triticum ,,Poaceae,Greece,,,,,,,,
378,yes,-26.1,,40.821002,23.031508,Poaceae,no,Grain,,durum,,Triticum ,,Poaceae,Greece,,,,,,,,
379,yes,-25.8,,40.821002,23.031508,Poaceae,no,Grain,,durum,,Triticum ,,Poaceae,Greece,,,,,,,,
380,yes,-26.1,,40.821002,23.031508,Poaceae,no,Grain,,durum,,Triticum ,,Poaceae,Greece,,,,,,,,
381,yes,-24.3,,40.821002,23.031508,Poaceae,no,Grain,,durum,,Triticum ,,Poaceae,Greece,,,,,,,,
382,yes,-24.7,,40.821002,23.031508,Poaceae,no,Grain,,durum,,Triticum ,,Poaceae,Greece,,,,,,,,
383,yes,-24.4,,40.821002,23.031508,Poaceae,no,Grain,,durum,,Triticum ,,Poaceae,Greece,,,,,,,,
384,yes,-25.7,,40.821002,23.031508,Poaceae,no,Grain,,durum,,Triticum ,,Poaceae,Greece,,,,,,,,
385,yes,-25.5,,40.821002,23.031508,Poaceae,no,Grain,,durum,,Triticum ,,Poaceae,Greece,,,,,,,,
386,yes,-25.6,,40.821002,23.031508,Poaceae,no,Grain,,durum,,Triticum ,,Poaceae,Greece,,,,,,,,
387,yes,-23.5,,40.821002,23.031508,Poaceae,no,Grain,,monococcum,,Triticum,,Poaceae,Greece,,,,,,,,
388,yes,-23.1,,40.821002,23.031508,Poaceae,no,Grain,,monococcum,,Triticum,,Poaceae,Greece,,,,,,,,
389,yes,-23.5,,40.821002,23.031508,Poaceae,no,Grain,,durum,,Triticum ,,Poaceae,Greece,,,,,,,,
390,yes,-24.3,7.2,40.706147,22.541419,Linaceae,no,Seed,Early Bronze Age,usitatissimum,Settlement,Linum,2000 - 1500 BCE,Linaceae,Greece,,,,,,,,
391,yes,-23.3,2.0,40.706147,22.541419,Poaceae,no,Seed,Early Bronze Age,durum,Settlement,Triticum ,2000 - 1500 BCE,Poaceae,Greece,,,,,,,,
392,yes,-23.4,1.9,40.706147,22.541419,Poaceae,no,Seed,Early Bronze Age,durum,Settlement,Triticum ,2000 - 1500 BCE,Poaceae,Greece,,,,,,,,
393,yes,-23.3,2.1,40.706147,22.541419,Poaceae,no,Seed,Early Bronze Age,durum,Settlement,Triticum ,2000 - 1500 BCE,Poaceae,Greece,,,,,,,,
394,yes,-23.8,2.1,40.706147,22.541419,Poaceae,no,Seed,Early Bronze Age,durum,Settlement,Triticum ,2000 - 1500 BCE,Poaceae,Greece,,,,,,,,
395,yes,-23.9,1.7,40.706147,22.541419,Poaceae,no,Seed,Early Bronze Age,durum,Settlement,Triticum ,2000 - 1500 BCE,Poaceae,Greece,,,,,,,,
396,yes,-22.9,6.9,40.706147,22.541419,Poaceae,no,Seed,Early Bronze Age,vulgare,Settlement,Hordeum,2000 - 1500 BCE,Poaceae,Greece,,,,,,,,
397,yes,-21.8,4.5,40.706147,22.541419,Poaceae,no,Seed,Early Bronze Age,dicoccum,Settlement,Triticum ,2000 - 1500 BCE,Poaceae,Greece,,,,,,,,
398,yes,-22.6,3.8,40.706147,22.541419,Poaceae,no,Seed,Early Bronze Age,dicoccum,Settlement,Triticum ,2000 - 1500 BCE,Poaceae,Greece,,,,,,,,
399,yes,-22.2,3.4,40.706147,22.541419,Poaceae,no,Seed,Early Bronze Age,monococcum,Settlement,Triticum,2000 - 1500 BCE,Poaceae,Greece,,,,,,,,
400,yes,-23.9,2.3,40.706147,22.541419,Poaceae,no,Seed,Early Bronze Age,monococcum,Settlement,Triticum,2000 - 1500 BCE,Poaceae,Greece,,,,,,,,
401,yes,-23.5,5.8,40.706147,22.541419,Poaceae,no,Seed,Early Bronze Age,vulgare,Settlement,Hordeum,2000 - 1500 BCE,Poaceae,Greece,,,,,,,,
402,yes,-23.0,5.9,40.706147,22.541419,Poaceae,no,Seed,Early Bronze Age,vulgare,Settlement,Hordeum,2000 - 1500 BCE,Poaceae,Greece,,,,,,,,
403,yes,-23.3,5.4,40.706147,22.541419,Poaceae,no,Seed,Early Bronze Age,vulgare,Settlement,Hordeum,2000 - 1500 BCE,Poaceae,Greece,,,,,,,,
404,yes,-23.3,2.0,40.706147,22.541419,Poaceae,no,Seed,Early Bronze Age,vulgare,Settlement,Hordeum,2000 - 1500 BCE,Poaceae,Greece,,,,,,,,
405,yes,-23.1,5.9,40.706147,22.541419,Poaceae,no,Seed,Early Bronze Age,vulgare,Settlement,Hordeum,2000 - 1500 BCE,Poaceae,Greece,,,,,,,,
406,yes,-22.3,3.8,40.706147,22.541419,Poaceae,no,Seed,Early Bronze Age,vulgare,Settlement,Hordeum,2000 - 1500 BCE,Poaceae,Greece,,,,,,,,
407,yes,-23.1,5.4,40.706147,22.541419,Poaceae,no,Seed,Early Bronze Age,vulgare,Settlement,Hordeum,2000 - 1500 BCE,Poaceae,Greece,,,,,,,,
408,yes,-22.1,4.0,40.706147,22.541419,Poaceae,no,Seed,Early Bronze Age,vulgare,Settlement,Hordeum,2000 - 1500 BCE,Poaceae,Greece,,,,,,,,
409,yes,-22.0,3.5,40.706147,22.541419,Poaceae,no,Seed,Early Bronze Age,vulgare,Settlement,Hordeum,2000 - 1500 BCE,Poaceae,Greece,,,,,,,,
410,yes,-24.2,2.5,40.706147,22.541419,Poaceae,no,Seed,Early Bronze Age,vulgare,Settlement,Hordeum,2000 - 1500 BCE,Poaceae,Greece,,,,,,,,
411,yes,-21.8,3.6,40.706147,22.541419,Poaceae,no,Seed,Early Bronze Age,spelta,Settlement,Triticum,2000 - 1500 BCE,Poaceae,Greece,,,,,,,,
412,yes,-22.4,1.9,40.706147,22.541419,Poaceae,no,Seed,Late Bronze Age,spelta,Settlement,Triticum,2000 - 1500 BCE,Poaceae,Greece,,,,,,,,
413,yes,-22.9,1.5,40.706147,22.541419,Poaceae,no,Seed,Late Bronze Age,spelta,Settlement,Triticum,2000 - 1500 BCE,Poaceae,Greece,,,,,,,,
414,yes,-23.0,0.6,40.706147,22.541419,Poaceae,no,Seed,Late Bronze Age,spelta,Settlement,Triticum,2000 - 1500 BCE,Poaceae,Greece,,,,,,,,
415,yes,-23.3,1.8,40.706147,22.541419,Poaceae,no,Seed,Late Bronze Age,spelta,Settlement,Triticum,2000 - 1500 BCE,Poaceae,Greece,,,,,,,,
416,yes,-23.5,2.1,40.706147,22.541419,Poaceae,no,Seed,Late Bronze Age,spelta,Settlement,Triticum,2000 - 1500 BCE,Poaceae,Greece,,,,,,,,
417,yes,-22.7,2.6,40.706147,22.541419,Poaceae,no,Seed,Late Bronze Age,spelta,Settlement,Triticum,2000 - 1500 BCE,Poaceae,Greece,,,,,,,,
418,yes,-23.2,1.8,40.706147,22.541419,Poaceae,no,Seed,Late Bronze Age,spelta,Settlement,Triticum,2000 - 1500 BCE,Poaceae,Greece,,,,,,,,
419,yes,-23.6,2.1,40.706147,22.541419,Poaceae,no,Seed,Late Bronze Age,spelta,Settlement,Triticum,2000 - 1500 BCE,Poaceae,Greece,,,,,,,,
420,yes,-23.2,3.0,40.706147,22.541419,Poaceae,no,Seed,Late Bronze Age,spelta,Settlement,Triticum,2000 - 1500 BCE,Poaceae,Greece,,,,,,,,
421,yes,-23.4,2.5,40.706147,22.541419,Poaceae,no,Seed,Late Bronze Age,spelta,Settlement,Triticum,2000 - 1500 BCE,Poaceae,Greece,,,,,,,,
422,yes,-22.3,3.3,40.706147,22.541419,Poaceae,no,Seed,Late Bronze Age,spelta,Settlement,Triticum,2000 - 1500 BCE,Poaceae,Greece,,,,,,,,
423,yes,-23.6,2.3,40.706147,22.541419,Poaceae,no,Seed,Late Bronze Age,spelta,Settlement,Triticum,2000 - 1500 BCE,Poaceae,Greece,,,,,,,,
424,yes,-22.7,1.9,40.706147,22.541419,Poaceae,no,Seed,Late Bronze Age,spelta,Settlement,Triticum,2000 - 1500 BCE,Poaceae,Greece,,,,,,,,
425,yes,-23.7,3.3,40.706147,22.541419,Poaceae,no,Seed,Late Bronze Age,monococcum,Settlement,Triticum,2000 - 1500 BCE,Poaceae,Greece,,,,,,,,
426,yes,-22.0,3.7,40.706147,22.541419,Poaceae,no,Seed,Late Bronze Age,monococcum,Settlement,Triticum,2000 - 1500 BCE,Poaceae,Greece,,,,,,,,
427,yes,-23.2,2.0,40.706147,22.541419,Poaceae,no,Seed,Late Bronze Age,monococcum,Settlement,Triticum,2000 - 1500 BCE,Poaceae,Greece,,,,,,,,
428,yes,-22.9,1.2,40.706147,22.541419,Poaceae,no,Seed,Late Bronze Age,monococcum,Settlement,Triticum,2000 - 1500 BCE,Poaceae,Greece,,,,,,,,
